netType_num,carrier_num,longitude,latitude,speed,signal,synHour,appname_num,destIp_longitude,destIp_latitude,RTT_sum,RTT_median,RTT_average,RTT_weight_stretch,RTT_label
2,75,-8,4,-1,0,22,14,-12,4,17,37,38.17647059,0.010390964,0
2,36,-9,5,-1,4,18,0,-8,4,17,40,50.47058824,0.003195829,0
2,68,-12,4,-1,4,0,8,-12,4,17,54,65.35294118,0.002810031,0
2,85,-12,5,-1,0,2,205,-8,4,17,115,100.1764706,0.003371391,0
2,6,-12,4,-1,4,5,432,-12,5,17,71,77.52941176,0.003141223,0
2,6,-12,4,-1,4,12,467,-12,4,17,75,75.47058824,0.012630966,0
2,6,-12,4,-1,4,22,467,-12,5,17,60,60.47058824,0.021336727,0
2,89,-12,5,-1,2,4,57,0,0,17,12,66.58823529,0.000973264,0
2,6,-12,4,-1,4,8,48,-8,3,17,340,384.5294118,0.006387583,1
2,89,-12,3,-1,4,17,8,-12,4,17,33,48.23529412,0.002804525,0
2,6,-12,4,-1,4,13,108,11,2,17,267,361.2352941,0.003893725,1
2,25,-8,3,-1,1,4,587,-8,4,17,54,57.17647059,0.00495504,0
2,89,-12,3,-1,3,17,124,-12,4,17,153,179.8823529,0.014098764,1
2,332,-10,3,-1,4,4,46,-7,4,17,95,99.29411765,0.004912675,0
2,70,-12,4,-1,4,21,179,-12,4,17,60,73.82352941,0.001605453,0
2,25,-8,4,-1,0,0,94,-12,4,17,71,84.52941176,0.001853967,0
2,6,-12,4,-1,4,14,88,-7,4,17,115,126.1764706,0.002600166,0
2,89,-12,3,-1,4,10,8,-12,4,17,34,34.05882353,0.012516961,0
2,6,-12,4,-1,4,13,88,-8,4,17,120,122.3529412,0.011008001,0
2,6,-12,4,-1,4,3,52,-12,4,17,73,139.4117647,0.000857027,0
2,6,-12,4,-1,4,11,295,11,2,17,252,249,0.02428973,1
2,25,-9,3,-1,4,17,152,-12,4,17,51,72,0.001723432,0
2,25,-9,3,-1,4,17,152,-12,4,17,51,72,0.001723432,0
2,36,-10,3,-1,4,3,248,11,2,16,51.5,53.375,0.005062245,0
2,6,-12,4,-1,4,11,295,11,2,17,252,249,0.02428973,1
2,6,-12,4,-1,4,13,88,-8,4,17,120,122.3529412,0.011008001,0
2,89,-12,3,-1,4,10,8,-12,4,17,34,34.05882353,0.012516961,0
2,89,-12,3,-1,4,13,29,1,5,16,33,288.3125,0.001288104,1
2,25,-8,4,-1,0,0,94,-12,4,17,71,84.52941176,0.001853967,0
2,332,-7,4,-1,4,16,140,-12,5,16,173.5,174.875,0.077012131,1
2,89,-11,4,-1,0,7,853,-8,4,16,119.5,119.875,0.014084687,0
2,70,-12,4,-1,4,21,179,-12,4,17,60,73.82352941,0.001605453,0
2,68,-9,4,-1,2,1,8,-12,4,16,85,430.4375,0.001147947,1
2,332,-10,3,-1,4,4,46,-7,4,17,95,99.29411765,0.004912675,0
2,6,-12,4,-1,4,13,108,11,2,17,267,361.2352941,0.003893725,1
2,89,-12,3,-1,4,17,8,-12,4,17,33,48.23529412,0.002804525,0
2,25,-9,3,-1,4,16,152,-12,4,16,48,50,0.008565775,0
2,6,-12,4,-1,4,22,467,-12,5,17,60,60.47058824,0.021336727,0
2,6,-12,4,-1,4,12,467,-12,4,17,75,75.47058824,0.012630966,0
2,6,-12,4,-1,4,5,432,-12,5,17,71,77.52941176,0.003141223,0
2,68,-12,4,-1,4,0,8,-12,4,17,54,65.35294118,0.002810031,0
2,75,-8,4,-1,0,22,14,-12,4,17,37,38.17647059,0.010390964,0
2,36,-8,3,-1,2,10,0,-8,4,16,80,338.1875,0.00112154,1
2,47,-9,4,-1,2,23,73,-12,5,16,4954,4067.5,0.000653361,1
2,25,-8,4,-1,2,0,16,-9,4,17,40,53.41176471,0.002723565,0
2,68,-12,4,-1,4,20,107,-8,4,17,151,167.8235294,0.009022427,1
2,6,-12,4,-1,4,0,70,-12,3,16,86.5,91.75,0.004466832,0
2,1226,-8,4,-1,4,10,5,1,5,16,115,117.5,0.008133988,0
2,68,-10,4,-1,4,17,8,-12,4,16,63.5,68,0.005548446,0
2,25,-9,3,-1,4,1,152,-10,3,17,54,100.3529412,0.000917985,0
2,36,-7,4,-1,4,0,0,-8,4,16,46.5,59.1875,0.002368136,0
2,89,-12,3,-1,2,20,0,0,0,16,792.5,1270.1875,0.000746347,1
2,6,-12,4,-1,4,22,48,-8,3,16,252,272.125,0.018161613,1
2,6,-12,4,-1,4,6,647,12,2,16,183,192.5625,0.038943506,1
2,47,-10,3,-1,0,17,47,-12,3,16,93.5,92.25,0.009466051,0
2,68,-10,3,-1,4,14,0,-12,3,16,54,53.9375,0.012665016,0
2,6,-12,4,-1,4,11,27,-11,3,17,60,82.47058824,0.00157188,0
2,89,-10,4,-1,4,19,8,-12,4,17,82,79.23529412,0.002936507,0
2,89,-9,4,-1,4,13,108,-12,3,16,145,154.5625,0.001506821,0
2,31,-10,3,-1,4,3,14,-12,4,16,42,48.5,0.007206017,0
2,68,-9,4,-1,4,0,8,-12,4,16,47,71.6875,0.001638629,0
2,6,-12,4,-1,4,12,22,12,2,16,180,189.875,0.031940009,1
2,68,-12,3,-1,4,7,25,-12,4,16,65,65.4375,0.005245788,0
2,6,-12,4,-1,4,3,198,-12,4,17,104,143.7647059,0.001309983,0
2,6,-12,4,-1,1,2,198,-8,4,17,93,195,0.003005762,1
2,89,-9,4,-1,4,23,86,-1,5,17,145,159.1764706,0.002031683,0
2,6,-12,4,-1,4,7,176,-12,3,16,83,85.875,0.009882249,0
2,36,-9,4,-1,4,0,16,-12,4,17,42,84.94117647,0.000990438,0
2,6,-12,4,-1,4,18,88,-12,3,17,87,94.58823529,0.005426639,0
2,36,-9,4,-1,4,23,16,0,5,16,54,58.125,0.005450003,0
2,6,-12,4,-1,4,21,70,-10,4,17,179,226.8823529,0.003772497,1
2,6,-12,4,-1,4,9,434,-8,4,17,129,129.4117647,0.006697196,0
2,6,-12,4,-1,4,1,14,12,2,17,179,195.8235294,0.017517639,1
2,6,-12,4,-1,4,23,1458,1,5,16,236.5,318.6875,0.005187289,1
2,36,-9,4,-1,4,0,58,-8,4,16,84.5,82.1875,0.004772033,0
2,36,-9,4,-1,4,21,65,-9,4,16,53,53.8125,0.008889432,0
2,6,-12,4,-1,4,17,48,10,0,16,337,363.125,0.009182291,1
2,6,-12,4,-1,4,17,194,-7,4,17,77,78.52941176,0.01870292,0
2,6,-12,4,-1,4,10,17,10,0,17,265,298.9411765,0.011362129,1
2,36,-9,4,-1,4,4,1355,-11,4,16,92,91.4375,0.007112859,0
2,6,-12,4,-1,2,18,52,-7,4,17,85,94.70588235,0.001436975,0
2,6,-12,4,-1,4,0,48,-8,3,17,259,265.1764706,0.043230275,1
2,6,-12,4,-1,4,0,39,-7,4,16,114.5,108.5625,0.004202805,0
2,6,-12,4,-1,4,14,70,12,2,17,185,345.6470588,0.002817316,1
2,47,-10,3,-1,0,12,0,0,0,17,42,47.64705882,0.006059384,0
2,6,-12,4,-1,4,8,17,10,0,16,294,352,0.008867676,1
2,89,-12,4,-1,1,0,640,12,3,17,244,327.0588235,0.006837185,1
2,6,-12,4,-1,4,11,748,-8,4,17,128,125.8235294,0.009177123,0
2,70,-7,4,-1,4,18,637,-8,4,16,59.5,57.6875,0.005997413,0
2,25,-10,3,-1,0,2,145,-1,5,17,37,42.70588235,0.007602732,0
2,89,-12,3,-1,1,17,124,-12,4,16,143,288.0625,0.004072617,1
2,6,-12,4,-1,1,20,748,-11,4,16,2509.5,2547.3125,0.000912329,1
2,31,-10,3,-1,4,2,316,-8,4,16,64.5,66.375,0.003923393,0
2,85,-12,4,-1,4,6,201,-4,-2,10,240,239.3,0.126989886,1
2,68,-12,4,-1,4,20,154,-8,4,16,126,119.875,0.002058386,0
2,68,-12,3,-1,4,2,8,-12,4,16,81.5,93.4375,0.002749252,0
2,89,-9,4,-1,4,21,108,-12,3,16,164.5,181.125,0.015274771,1
2,25,-7,4,-1,4,17,245,-12,4,16,49,59.1875,0.002922592,0
2,68,-10,4,-1,4,15,8,-12,4,16,67,67.125,0.017812999,0
2,85,-12,5,-1,0,4,205,-8,4,16,90,95.875,0.001923387,0
2,6,-12,4,-1,4,12,176,-12,4,16,68,76.8125,0.003791703,0
2,89,-12,3,-1,4,13,124,-12,4,16,98.5,101.9375,0.006329873,0
2,89,-12,3,-1,4,13,29,-12,4,16,30.5,37.5,0.003637316,0
2,89,-12,3,-1,4,2,8,-12,4,16,44,54.3125,0.003346823,0
2,6,-12,4,-1,4,6,647,11,2,16,211,222.375,0.017690156,1
2,6,-12,4,-1,4,23,467,-12,4,16,74.5,83.875,0.003372227,0
2,89,-10,3,-1,4,18,109,3,6,16,79.5,93.25,0.003173517,0
2,68,-12,4,-1,4,23,659,-10,3,16,46.5,51.5625,0.003474348,0
2,6,-12,4,-1,4,21,194,-10,4,16,107,115.3125,0.002972724,0
2,6,-12,4,-1,4,2,194,-8,4,16,127,190.5625,0.004106292,1
2,25,-9,4,-1,0,19,195,-10,3,16,50.5,49.8125,0.013530448,0
2,36,-8,4,-1,4,4,5,-12,4,16,41.5,52.6875,0.004295886,0
2,6,-12,4,-1,4,18,194,-12,3,16,85.5,85.0625,0.006431403,0
2,36,-9,4,-1,4,23,16,-11,4,16,52,234.625,0.003568117,1
2,25,-9,3,-1,4,14,152,-10,3,16,44.5,46.5625,0.012889208,0
2,6,-12,4,-1,2,18,52,-12,5,16,70.5,71,0.005796749,0
2,70,-12,4,-1,4,21,16,-12,5,16,57,191.6875,0.003104335,1
2,89,-12,3,-1,3,18,124,-12,4,16,90,204.6875,0.005925845,1
2,6,-12,4,-1,4,1,382,-8,4,16,121,123.875,0.012232825,0
2,68,-12,4,-1,4,22,8,-12,4,16,69,582,0.000771659,1
2,85,-12,5,-1,0,5,205,-11,4,16,69,113.4375,0.001164346,0
2,6,-12,4,-1,4,19,467,-8,4,16,124.5,124.6875,0.011555928,0
2,36,-9,4,-1,4,22,628,-9,4,16,42.5,47,0.005149716,0
2,85,-12,4,-1,4,7,16,-8,3,16,117,116.75,0.027634365,0
2,6,-12,4,-1,4,14,194,-12,3,16,78,78.75,0.010371356,0
2,25,-9,4,-1,1,21,75,-12,4,16,53.5,54.25,0.012062055,0
2,36,-9,3,-1,4,15,195,-8,4,16,94,95.875,0.008713323,0
2,85,-12,4,-1,4,7,201,-8,3,16,118,130,0.002000465,0
2,31,-10,3,-1,3,23,14,-12,4,16,34.5,28.6875,0.006521204,0
2,36,-9,4,-1,4,16,33,-1,5,16,142.5,137.125,0.003540131,0
2,36,-9,4,-1,4,14,98,-8,3,16,48.5,246,0.001342933,1
2,6,-12,4,-1,4,5,15,11,2,16,364.5,514.0625,0.002622481,1
2,36,-10,3,-1,4,23,8,-12,4,16,40.5,50.875,0.003448169,0
2,68,-12,4,-1,4,3,136,-12,4,16,67,132.9375,0.000471542,0
2,85,-8,4,-1,4,13,443,-7,4,16,83,158.375,0.000389549,0
2,25,-10,3,-1,2,4,64,-11,3,16,50.5,236.5,0.001372603,1
2,6,-12,4,-1,4,8,176,-12,3,16,87.5,89.4375,0.006744954,0
2,6,-12,4,-1,4,3,22,-12,4,16,95,126.1875,0.001676094,0
2,6,-12,4,-1,4,12,27,-11,3,16,57.5,57.75,0.009922577,0
2,36,-8,4,-1,4,20,262,-7,4,16,56,67.8125,0.003206352,0
2,85,-12,5,-1,0,3,205,-8,4,16,116.5,111.0625,0.001274645,0
2,6,-12,4,-1,4,2,22,-12,5,16,87,138.8125,0.000418545,0
2,25,-15,6,-1,4,3,8,-12,4,16,66,73.4375,0.004578619,0
2,89,-10,4,-1,2,17,124,-12,4,16,139,607.125,0.000958598,1
2,85,-12,5,-1,0,7,205,-8,4,16,113,99.3125,0.002729863,0
2,36,-9,4,-1,4,2,16,0,5,16,47.5,48.75,0.009170987,0
2,6,-12,4,-1,4,18,22,-12,3,16,84.5,97.4375,0.00236859,0
2,96,-10,3,-1,4,5,226,-12,4,16,133,146.5625,0.00214478,0
2,189,-9,4,-1,4,2,16,-9,4,16,50,58,0.002917761,0
2,36,-8,4,-1,4,21,35,-7,4,16,62,68.875,0.007216094,0
2,6,-12,4,-1,4,6,432,-12,5,16,65,66,0.007915247,0
2,68,-12,4,-1,4,7,95,-8,4,16,105.5,107.25,0.001745338,0
2,89,-11,3,-1,1,6,8,-12,4,16,126,186.9375,0.004979298,1
2,25,-8,3,-1,1,5,49,-8,3,16,54,54.6875,0.020607766,0
2,85,-12,5,-1,0,7,205,-8,4,16,113,99.3125,0.002729863,0
2,89,-10,4,-1,2,17,124,-12,4,16,139,607.125,0.000958598,1
2,6,-12,4,-1,4,2,22,-12,5,16,87,138.8125,0.000418545,0
2,36,-8,4,-1,4,16,538,-8,4,15,46,277.4,0.001162702,1
2,36,-8,4,-1,3,23,57,0,0,15,6,5.8,0.052404371,0
2,85,-12,5,-1,0,3,205,-8,4,16,116.5,111.0625,0.001274645,0
2,25,-9,3,-1,4,18,152,-7,4,15,48,49.86666667,0.014528671,0
2,6,-12,4,-1,4,8,176,-12,3,16,87.5,89.4375,0.006744954,0
2,25,-10,3,-1,2,4,64,-11,3,16,50.5,236.5,0.001372603,1
2,85,-8,4,-1,4,13,443,-7,4,16,83,158.375,0.000389549,0
2,68,-12,4,-1,4,3,136,-12,4,16,67,132.9375,0.000471542,0
2,6,-12,4,-1,4,5,15,11,2,16,364.5,514.0625,0.002622481,1
2,36,-9,4,-1,4,16,33,-1,5,16,142.5,137.125,0.003540131,0
2,6,-12,4,-1,4,6,15,11,2,15,492,679.1333333,0.002481124,1
2,31,-10,3,-1,3,23,14,-12,4,16,34.5,28.6875,0.006521204,0
2,85,-12,4,-1,4,7,201,-8,3,16,118,130,0.002000465,0
2,85,-12,4,-1,4,7,16,-8,3,16,117,116.75,0.027634365,0
2,36,-9,4,-1,4,22,628,-9,4,16,42.5,47,0.005149716,0
2,6,-12,4,-1,4,1,382,-8,4,16,121,123.875,0.012232825,0
2,68,-12,4,-1,4,5,296,-11,4,15,43,59.26666667,0.002413369,0
2,89,-10,3,-1,4,18,109,3,6,16,79.5,93.25,0.003173517,0
2,89,-12,3,-1,4,2,8,-12,4,16,44,54.3125,0.003346823,0
2,85,-12,5,-1,0,4,205,-8,4,16,90,95.875,0.001923387,0
2,68,-10,4,-1,4,15,8,-12,4,16,67,67.125,0.017812999,0
2,25,-7,4,-1,4,17,245,-12,4,16,49,59.1875,0.002922592,0
2,89,-11,3,-1,4,11,0,0,0,15,46,59.33333333,0.004295408,0
2,6,-12,4,-1,4,14,893,11,2,15,212,208.2,0.085282354,1
2,36,-9,4,-1,4,4,1355,-7,4,15,60,60.4,0.021285944,0
2,85,-12,5,-1,0,2,8,-12,5,15,105,109.1333333,0.00220015,0
2,6,-12,4,-1,4,9,88,0,5,15,130,136.4666667,0.005308894,0
2,70,-7,4,-1,4,14,106,-12,4,15,51,47.86666667,0.010933722,0
2,6,-12,4,-1,4,15,108,11,2,15,338,346.3333333,0.009518851,1
2,25,-9,4,-1,4,20,133,-8,4,15,69,136.9333333,0.00039271,0
2,36,-9,4,-1,4,14,47,-9,4,15,73,95.26666667,0.002676956,0
2,6,-12,4,-1,4,22,71,-12,5,15,75,81.73333333,0.004721579,0
2,96,-10,3,-1,4,17,454,-12,4,15,72,99.26666667,0.001282952,0
2,68,-10,4,-1,4,4,9,14,4,15,31,32.86666667,0.015864866,0
2,6,-12,4,-1,4,2,1458,-8,4,15,125,128.9333333,0.007139747,0
2,6,-12,4,-1,4,10,48,10,0,15,297,344.4,0.008819984,1
2,25,-9,3,-1,4,17,16,-9,4,15,85,122.6666667,0.001076729,0
2,36,-10,3,-1,4,17,252,-8,4,15,77,123.5333333,0.001331271,0
2,96,-10,3,-1,4,0,454,-12,4,15,138,191.3333333,0.008480561,1
2,6,-12,4,-1,4,0,173,-1,5,15,206,262.3333333,0.010110425,1
2,6,-12,4,-1,4,15,17,11,2,15,205,207.4,0.071579681,1
2,6,-12,4,-1,4,19,70,14,4,15,214,225.9333333,0.013750859,1
2,36,-10,3,-1,4,10,75,-12,3,15,141,422.7333333,0.001384457,1
2,47,-10,3,-1,1,15,651,-12,4,15,47,50.8,0.008086905,0
2,6,-12,4,-1,4,21,295,11,2,15,214,257.9333333,0.012621345,1
2,36,-9,4,-1,4,18,16,-7,4,15,141,150.7333333,0.001352826,0
2,6,-12,4,-1,4,1,39,0,5,15,205,1576.066667,0.000677067,1
2,6,-12,4,-1,4,1,159,-11,4,15,119,190.0666667,0.003934921,1
2,6,-12,4,-1,1,20,70,10,0,15,1117,1109.466667,0.002692728,1
2,6,-12,4,-1,4,6,48,12,4,15,582,705,0.002726512,1
2,6,-12,4,-1,4,3,70,-7,4,15,132,143.7333333,0.003007548,0
2,6,-12,4,-1,4,4,15,11,2,15,267,427.6,0.002989008,1
2,6,-12,4,-1,4,22,17,12,2,15,185,251.5333333,0.00407273,1
2,36,-9,4,-1,4,13,47,-10,4,15,77,349.6666667,0.001196211,1
2,85,-12,5,-1,0,16,8,-12,5,15,46,49.4,0.009769899,0
2,25,-9,4,-1,0,22,0,0,0,15,67,87.8,0.001622041,0
2,6,-12,4,-1,4,19,295,-12,4,15,75,73.8,0.009248441,0
2,6,-12,4,-1,4,3,70,-12,3,15,86,102.0666667,0.002532963,0
2,85,-12,4,-1,4,7,14,-8,4,15,125,125.4666667,0.013947474,0
2,68,-12,4,-1,4,21,95,-12,4,15,44,43.66666667,0.016614046,0
2,6,-12,4,-1,4,3,17,0,5,15,196,162.0666667,0.001613646,0
2,85,-8,4,-1,4,13,8,-12,4,15,72,84.2,0.002531865,0
2,36,-9,4,-1,4,22,58,-8,4,15,60,76.8,0.00132896,0
2,68,-12,3,-1,4,5,0,-12,3,15,86,1058.466667,0.000704562,1
2,68,-12,4,-1,4,9,95,-12,4,15,399,1123.2,0.000737706,1
2,96,-10,3,-1,4,1,454,-12,4,15,82,83.53333333,0.008604286,0
2,6,-12,4,-1,4,3,48,-8,3,15,307,314.8,0.01793463,1
2,36,-9,4,-1,4,17,218,-12,4,15,46,54.73333333,0.003493783,0
2,6,-12,4,-1,4,9,173,-8,4,15,128,132.4,0.005205977,0
2,89,-12,3,-1,1,5,0,0,0,15,36,53.6,0.001657558,0
2,36,-9,4,-1,4,15,58,-8,4,15,57,80.8,0.001810749,0
2,25,-9,3,-1,0,4,16,-9,4,15,642,913.8,0.001229305,1
2,6,-12,4,-1,4,11,22,-12,4,15,149,125.6666667,0.002355159,0
2,68,-9,4,-1,2,1,0,-9,4,15,60,62.2,0.005523672,0
2,68,-10,4,-1,4,0,9,14,4,15,34,33.33333333,0.020967084,0
2,36,-12,3,-1,3,1,8,0,0,15,8,13.33333333,0.007403566,0
2,6,-12,4,-1,4,11,255,-12,3,15,77,79.6,0.009245144,0
2,6,-12,4,-1,4,23,255,10,0,15,248,250.8,0.064049948,1
2,36,-10,3,-1,4,3,97,-12,4,15,47,51,0.007008085,0
2,36,-9,4,-1,4,23,303,10,0,15,40,50.73333333,0.002664644,0
2,36,-9,4,-1,4,16,226,-12,4,15,77,425.2666667,0.001007195,1
2,68,-12,4,-1,4,3,95,-12,4,15,57,1518.666667,0.000411201,1
2,31,-10,3,-1,4,6,263,12,3,15,275,252.6666667,0.005410591,1
2,6,-12,4,-1,4,9,17,-12,5,15,64,64.33333333,0.010221476,0
2,6,-12,4,-1,4,10,295,-12,3,15,82,86.06666667,0.0041586,0
2,89,-9,4,-1,4,19,108,-12,3,15,121,142.0666667,0.001922685,0
2,189,-9,4,-1,4,19,1349,-12,4,15,101,114.8,0.002061822,0
2,332,-10,3,-1,4,5,46,-7,4,15,87,117.4,0.001220168,0
2,6,-12,4,-1,4,2,176,12,2,15,187,216.4666667,0.016500702,1
2,68,-12,4,-1,4,18,58,-8,4,15,132,391.6666667,0.001570544,1
2,36,-7,4,-1,4,2,35,-8,4,15,36,41.4,0.007670796,0
2,6,-12,4,-1,4,23,467,14,4,15,203,206.6666667,0.049574927,1
2,36,-8,4,-1,4,13,538,-8,4,15,48,92.06666667,0.001139531,0
2,70,-10,4,-1,2,19,37,-12,4,15,4,5.466666667,0.02594759,0
2,6,-12,4,-1,4,15,70,-10,4,15,93,125.9333333,0.001953956,0
2,25,-10,3,-1,2,4,8,-12,4,15,46,53.26666667,0.004195058,0
2,85,-8,4,-1,4,13,1402,-12,4,15,78,84.73333333,0.003524714,0
2,89,-10,4,-1,4,9,0,0,0,15,35,43.93333333,0.003510498,0
2,36,-9,4,-1,4,0,16,-9,4,15,61,114.4,0.000752688,0
2,25,-15,6,-1,4,4,8,-12,4,15,72,90.4,0.001294851,0
2,31,-10,3,-1,4,0,0,-8,4,15,62,208.8,0.00306769,1
2,68,-10,4,-1,4,9,46,1,5,15,177,176.9333333,0.14607926,1
2,68,-9,4,-1,4,6,154,-12,4,15,50,255.8666667,0.002228206,1
2,6,-12,4,-1,4,18,70,-10,4,15,96,121.0666667,0.002083461,0
2,6,-12,4,-1,4,14,173,-12,3,15,180,505.1333333,0.002068269,1
2,36,-9,4,-1,4,13,47,-12,4,15,93,276.9333333,0.001774327,1
2,6,-12,4,-1,4,19,48,-8,3,15,267,276.9333333,0.023422808,1
2,89,-9,4,-1,4,1,108,-12,3,15,120,159.4,0.001356743,0
2,85,-12,4,-1,4,6,201,-8,3,15,120,132.1333333,0.002162435,0
2,68,-12,4,-1,4,23,154,-12,5,15,78,89.46666667,0.002557901,0
2,70,-7,4,-1,4,13,106,-12,4,15,49,49.26666667,0.007922048,0
2,47,-10,3,-1,0,18,8,-12,4,15,76,77.66666667,0.006600198,0
2,6,-12,4,-1,4,2,159,12,4,15,333,360.3333333,0.008662348,1
2,70,-12,4,-1,4,3,1891,-12,5,15,80,373.9333333,0.002005679,1
2,6,-12,4,-1,4,5,70,-12,4,15,110,148.8666667,0.001017451,0
2,25,-9,3,-1,0,3,0,0,0,15,211,244.3333333,0.006327616,1
2,68,-12,4,-1,4,5,179,-8,4,15,53,102.2666667,0.000943096,0
2,6,-12,4,-1,4,11,159,-9,4,15,1092,846.3333333,0.001303642,1
2,6,-12,4,-1,4,15,17,-7,4,15,82,107.3333333,0.001758913,0
2,89,-12,4,-1,1,3,0,-8,4,15,83,120,0.001218666,0
2,6,-12,4,-1,4,10,39,12,2,15,177,204.8666667,0.012422873,1
2,89,-9,4,-1,4,22,108,-12,3,15,150,154.4,0.001609477,0
2,25,-10,3,-1,0,2,118,1,5,15,38,49,0.002754371,0
2,25,-12,5,-1,4,19,318,-12,4,15,52,52.66666667,0.009386328,0
2,36,-10,3,-1,4,17,16,-9,4,15,55,143.8,0.000503086,0
2,36,-8,4,-1,4,2,8,-12,4,15,62,60.93333333,0.008938905,0
2,68,-12,4,-1,4,8,136,-8,4,15,114,113.8,0.001894911,0
2,6,-12,4,-1,4,8,70,12,3,15,549,595.2,0.004325042,1
2,36,-9,4,-1,4,23,16,0,5,15,76,87.2,0.001797608,0
2,25,-8,4,-1,0,6,16,-9,4,15,93,96.66666667,0.006578329,0
2,6,-12,4,-1,4,21,1458,-8,4,15,134,230.6666667,0.003775983,1
2,36,-10,3,-1,4,22,97,-12,4,15,50,54.93333333,0.006816591,0
2,85,-12,4,-1,4,7,75,-8,3,15,128,136.6666667,0.002151916,0
2,89,-12,3,-1,2,20,124,-12,4,15,149,500,0.000796242,1
2,25,-10,3,-1,0,1,145,11,2,15,41,44.4,0.008026579,0
2,36,-7,4,-1,4,23,58,-8,4,15,54,51.33333333,0.00820919,0
2,6,-12,4,-1,4,22,17,0,5,15,80,121.8666667,0.001431887,0
2,36,-8,4,-1,4,14,5,-8,4,15,56,55.26666667,0.019385257,0
2,25,-9,3,-1,4,14,152,-12,4,15,45,60.66666667,0.00176324,0
2,89,-12,4,-1,1,3,224,12,3,15,210,275.6,0.009066127,1
2,70,-10,4,-1,1,13,8,-12,4,15,9,15.13333333,0.00433834,0
2,6,-12,4,-1,4,23,16,-8,4,15,119,132.2666667,0.002230473,0
2,6,-12,4,-1,4,6,22,-12,3,15,100,167.6666667,0.003881791,1
2,70,-7,4,-1,4,17,217,-8,4,15,53,62.8,0.002556932,0
2,6,-12,4,-1,4,8,22,-12,4,15,70,95.66666667,0.001388976,0
2,36,-8,4,-1,4,14,538,-8,4,15,47,66.6,0.001480259,0
2,89,-12,3,-1,4,4,8,-12,4,15,33,39.93333333,0.004589793,0
2,70,-7,4,-1,4,18,637,-11,4,15,58,79.33333333,0.001731148,0
2,6,-12,4,-1,4,11,70,-12,3,15,75,78.2,0.008847349,0
2,47,-10,3,-1,1,19,651,-10,3,15,66,65.73333333,0.012582506,0
2,36,-8,4,-1,4,20,538,-8,4,15,51,74.53333333,0.001419861,0
2,6,-12,4,-1,4,0,88,10,0,15,270,272.3333333,0.059497582,1
2,36,-10,4,-1,4,6,8,-12,4,15,75,79.2,0.004040516,0
2,36,-10,4,-1,4,6,8,-12,4,15,75,79.2,0.004040516,0
2,89,-12,3,-1,4,20,8,-12,4,14,82,74.42857143,0.002077208,0
2,89,-12,3,-1,4,6,8,-12,4,14,32,35.35714286,0.005018305,0
2,6,-12,4,-1,4,0,88,10,0,15,270,272.3333333,0.059497582,1
2,47,-10,3,-1,1,19,651,-10,3,15,66,65.73333333,0.012582506,0
2,25,-10,3,-1,0,23,8,-12,4,14,43,55,0.002168337,0
2,70,-10,4,-1,3,5,37,0,0,14,5,5.857142857,0.029559319,0
2,189,-9,4,-1,4,1,705,-8,4,14,62.5,62.57142857,0.012818188,0
2,36,-8,4,-1,4,14,538,-8,4,15,47,66.6,0.001480259,0
2,6,-12,4,-1,4,17,48,-12,5,14,63.5,63.07142857,0.028365223,0
2,89,-12,4,-1,1,0,37,-12,5,14,64.5,67.57142857,0.010895269,0
2,6,-12,4,-1,4,1,17,12,2,14,182,190,0.032611448,1
2,6,-12,4,-1,4,6,22,-12,3,15,100,167.6666667,0.003881791,1
2,6,-12,4,-1,4,23,16,-8,4,15,119,132.2666667,0.002230473,0
2,6,-12,4,-1,4,0,16,-12,4,14,74.5,74.5,0.011685959,0
2,25,-9,3,-1,4,17,152,-10,3,14,50.5,50.78571429,0.011329522,0
2,6,-12,4,-1,4,22,344,-7,4,14,84.5,114.3571429,0.001638409,0
2,68,-12,4,-1,4,9,136,-8,4,14,128,249.8571429,0.002792268,1
2,31,-10,3,-1,4,6,14,-12,4,14,35,38.35714286,0.010270718,0
2,89,-11,3,-1,2,6,28,-8,4,14,187,360.9285714,0.001614712,1
2,6,-9,3,-1,4,1,0,0,0,14,87.5,110.2142857,0.001618332,0
2,89,-8,3,-1,3,18,433,-8,4,14,37.5,46.21428571,0.00370725,0
2,89,-12,4,-1,1,3,224,12,3,15,210,275.6,0.009066127,1
2,36,-8,4,-1,4,14,5,-8,4,15,56,55.26666667,0.019385257,0
2,36,-7,4,-1,4,23,58,-8,4,15,54,51.33333333,0.00820919,0
2,25,-10,3,-1,0,1,145,11,2,15,41,44.4,0.008026579,0
2,6,-12,4,-1,1,20,52,-8,4,14,1107.5,1138.642857,0.002360879,1
2,31,-10,3,-1,2,21,14,-12,4,14,36,29.92857143,0.00840118,0
2,25,-9,3,-1,4,18,152,-12,4,14,49.5,68.78571429,0.00174163,0
2,89,-12,3,-1,2,20,124,-12,4,15,149,500,0.000796242,1
2,70,-10,4,-1,2,19,16,-9,4,14,4,5,0.02972554,0
2,36,-10,3,-1,4,22,97,-12,4,15,50,54.93333333,0.006816591,0
2,25,-9,4,-1,1,21,1248,-10,3,14,48,49.5,0.012428444,0
2,6,-12,4,-1,4,4,70,-8,4,14,79.5,97.35714286,0.002231192,0
2,36,-9,4,-1,4,23,16,0,5,15,76,87.2,0.001797608,0
2,36,-7,4,-1,4,3,58,-8,4,14,44,45.71428571,0.006427656,0
