carrier_num,longitude,latitude,signal,synHour,appname_num,destIp_longitude,destIp_latitude,RTT_sum,RTT_median,RTT_average,RTT_std,RTT_stretch_weight,RTT_label
68.0,-9.0,4.0,2.0,22.0,235.0,-11.0,3.0,6,21.0,23.5,4.0722639076235385,0.02936756833031307,0
36.0,-9.0,4.0,4.0,21.0,303.0,10.0,0.0,8,45.5,86.0,67.11929677819934,0.0017817899517243775,0
25.0,-15.0,6.0,4.0,3.0,8.0,-12.0,4.0,16,66.0,73.4375,21.39208016416356,0.005590503010854723,0
36.0,-9.0,4.0,4.0,2.0,705.0,-8.0,4.0,5,345.0,387.19999999999999,136.21659223457326,0.00734124957610112,1
70.0,-12.0,4.0,2.0,0.0,327.0,-7.0,4.0,9,29.0,29.666666666666668,9.568466729604882,0.012498605256804858,0
36.0,-9.0,4.0,4.0,13.0,20.0,-9.0,4.0,8,39.5,39.25,4.815340071064556,0.024835730561343913,0
25.0,-15.0,6.0,4.0,4.0,64.0,-12.0,5.0,5,67.0,67.200000000000003,4.534313619501853,0.026374992689486836,0
6.0,-12.0,4.0,4.0,19.0,173.0,-12.0,3.0,122,100.5,401.0409836065574,774.1419088524116,0.0012917528279568285,1
89.0,-9.0,3.0,4.0,22.0,58.0,-8.0,4.0,8,66.5,259.5,507.85357141601355,0.0019690715125065834,1
68.0,-10.0,4.0,4.0,2.0,46.0,-12.0,5.0,469,85.0,87.110874200426437,30.225034969286995,0.003956736152256737,0
25.0,-9.0,3.0,4.0,5.0,8.0,-12.0,4.0,14,48.5,57.357142857142854,24.470411120538273,0.004887228415456688,0
68.0,-10.0,3.0,4.0,13.0,0.0,-12.0,3.0,65,46.0,53.584615384615383,32.260903849082766,0.0037070408543312464,0
89.0,-12.0,3.0,4.0,3.0,0.0,-0.0,-0.0,235,28.0,44.595744680851062,52.67752541663207,0.0022702753711441913,0
89.0,-12.0,3.0,4.0,20.0,0.0,-0.0,-0.0,106,30.0,53.783018867924525,55.50777690150105,0.002154517713408334,0
36.0,-8.0,4.0,4.0,13.0,517.0,-12.0,4.0,6,38.5,49.0,21.525179054617254,0.005555934669010282,0
70.0,-12.0,4.0,2.0,2.0,16.0,-12.0,4.0,8,113.0,120.875,45.38291941909423,0.0026351872047236584,0
36.0,-7.0,4.0,4.0,23.0,291.0,-7.0,4.0,6,40.0,41.0,6.831300510639732,0.01750654774737797,0
6.0,-12.0,4.0,4.0,11.0,140.0,-8.0,4.0,10,144.0,147.40000000000001,19.550959055759897,0.006116962765106343,0
332.0,-10.0,3.0,4.0,2.0,16.0,-12.0,4.0,5,254.0,191.80000000000001,80.69547694883525,0.012392268288271563,1
6.0,-12.0,4.0,4.0,13.0,295.0,-12.0,4.0,148,79.0,91.263513513513516,42.52588424593269,0.0028122281449712637,0
6.0,-12.0,4.0,4.0,20.0,39.0,-12.0,5.0,5,76.0,88.200000000000003,43.851567816897955,0.0027272112382745336,0
6.0,-12.0,4.0,4.0,14.0,48.0,10.0,0.0,5,252.0,253.59999999999999,6.590902821313632,0.15172428225860113,1
70.0,-12.0,4.0,4.0,4.0,3280.0,-8.0,4.0,5,116.0,103.40000000000001,32.610427780082865,0.003667308180460124,0
189.0,-9.0,4.0,4.0,2.0,940.0,-8.0,4.0,23,49.0,59.478260869565219,28.515243162694567,0.004193984525534763,0
89.0,-9.0,3.0,4.0,21.0,14.0,-12.0,4.0,25,105.0,111.04000000000001,20.05687911914513,0.005962666866354394,0
89.0,-12.0,3.0,4.0,1.0,546.0,-11.0,3.0,8,36.5,34.75,8.287792227125388,0.01442995737450847,0
332.0,-7.0,4.0,4.0,16.0,58.0,-8.0,4.0,96,89.0,94.21875,15.472558453732423,0.007729328599650747,0
70.0,-10.0,4.0,1.0,13.0,0.0,-9.0,4.0,65,26.0,70.384615384615387,146.2666366403591,0.006836829115438016,1
31.0,-10.0,3.0,4.0,23.0,8.0,-8.0,4.0,6,46.0,50.333333333333336,14.372040758206733,0.008321190468229933,0
6.0,-12.0,4.0,4.0,10.0,8.0,12.0,2.0,104,184.5,225.11538461538461,112.17579847415222,0.00891457884501194,1
6.0,-12.0,4.0,4.0,2.0,344.0,-12.0,4.0,87,79.0,101.1264367816092,118.06912105658103,0.00846961501069175,1
6.0,-12.0,4.0,4.0,7.0,159.0,-11.0,4.0,66,122.0,144.5151515151515,80.40658845767109,0.0014873468811471805,0
68.0,-12.0,4.0,4.0,5.0,0.0,-12.0,4.0,123,39.0,74.829268292682926,208.15826949613896,0.0048040368630108575,1
6.0,-12.0,4.0,4.0,2.0,17.0,-12.0,3.0,28,61.0,73.214285714285708,35.94873049900088,0.003326751373585384,0
6.0,-12.0,4.0,4.0,22.0,295.0,-8.0,4.0,8,129.0,129.5,8.558621384311845,0.013973335563764722,0
96.0,-10.0,3.0,4.0,17.0,37.0,-12.0,4.0,10,72.5,72.5,9.002777349240622,0.013283954931562258,0
31.0,-10.0,3.0,4.0,6.0,14.0,-9.0,4.0,7,64.0,66.142857142857139,8.253632471802451,0.01448967941991304,0
25.0,-9.0,4.0,1.0,22.0,46.0,-12.0,5.0,6,49.5,56.666666666666664,18.29996964174774,0.006535119506066038,0
6.0,-12.0,4.0,4.0,11.0,52.0,-12.0,5.0,17,60.0,57.294117647058826,10.248470220892097,0.01166930146534512,0
6.0,-12.0,4.0,4.0,18.0,48.0,-12.0,5.0,7,62.0,60.428571428571431,5.627918743883488,0.021249860562783884,0
36.0,-8.0,4.0,4.0,23.0,23.0,-8.0,4.0,8,76.0,72.25,21.45198126048035,0.005574892459304903,0
6.0,-12.0,4.0,1.0,2.0,467.0,-12.0,4.0,10,30.5,33.299999999999997,14.043147795277239,0.008516074195731341,0
6.0,-12.0,4.0,4.0,4.0,198.0,-8.0,4.0,10,128.0,128.19999999999999,17.485994395515515,0.006839330143950683,0
6.0,-12.0,4.0,4.0,20.0,582.0,11.0,2.0,12,274.0,309.41666666666669,82.02383630519985,0.012191578022260898,1
85.0,-12.0,5.0,0.0,7.0,205.0,-11.0,4.0,9,39.0,42.666666666666664,11.879019787470307,0.010067538459052415,0
36.0,-9.0,4.0,4.0,3.0,33.0,-11.0,4.0,5,57.0,66.599999999999994,29.24790590794493,0.004088924825681819,0
6.0,-12.0,4.0,4.0,14.0,0.0,-12.0,3.0,1294,75.0,126.91190108191654,171.80481169192316,0.005820558750084249,1
68.0,-12.0,3.0,4.0,4.0,0.0,-12.0,4.0,281,53.0,151.9288256227758,547.8756079320818,0.0018252318327775716,1
68.0,-12.0,3.0,4.0,2.0,14.0,-12.0,5.0,10,116.0,132.80000000000001,67.40593445684141,0.001774213050080546,0
6.0,-12.0,4.0,4.0,9.0,39.0,10.0,0.0,7,262.0,276.57142857142856,41.188962262296656,0.02427834898174589,1
36.0,-8.0,4.0,4.0,7.0,220.0,-8.0,4.0,6,85.0,80.333333333333329,12.957194483717874,0.009229813499865494,0
25.0,-8.0,3.0,1.0,2.0,587.0,-12.0,5.0,7,54.0,56.285714285714285,10.360836779696426,0.011542744192299306,0
6.0,-12.0,4.0,4.0,22.0,70.0,-7.0,4.0,12,129.0,151.33333333333334,66.07361214752999,0.0018099886577893512,0
36.0,-8.0,4.0,4.0,15.0,0.0,-8.0,4.0,224,52.0,114.87946428571429,161.781126193911,0.006181190745337,1
89.0,-12.0,3.0,3.0,18.0,124.0,-12.0,4.0,16,90.0,204.6875,168.75230322502267,0.005925845045602432,1
68.0,-10.0,4.0,4.0,9.0,46.0,-12.0,5.0,130,84.0,78.176923076923075,21.861615601011525,0.005470432320686697,0
6.0,-12.0,4.0,4.0,6.0,16.0,-12.0,3.0,56,97.0,119.0,75.39349157207518,0.001586244197907629,0
36.0,-8.0,4.0,4.0,7.0,517.0,-12.0,4.0,5,58.0,61.799999999999997,7.984985911070852,0.01497716964038621,0
25.0,-8.0,4.0,0.0,12.0,58.0,-8.0,4.0,5,41.0,41.200000000000003,2.925747767665559,0.0408758710808568,0
47.0,-9.0,4.0,0.0,23.0,73.0,-12.0,5.0,10,790.5,1090.0999999999999,854.5396948065081,0.0011702206533851281,1
70.0,-7.0,4.0,4.0,20.0,0.0,-8.0,4.0,10,72.5,1059.0,1527.9078506245066,0.0006544897322121009,1
6.0,-12.0,4.0,4.0,0.0,88.0,14.0,4.0,8,194.5,198.375,11.531885145109623,0.08671609085736294,1
25.0,-9.0,3.0,0.0,0.0,16.0,-9.0,4.0,8,48.0,580.625,935.2323157242804,0.0010692530435344944,1
70.0,-12.0,4.0,4.0,22.0,65.0,-8.0,4.0,9,122.0,198.88888888888889,114.98255369542368,0.008696971565346266,1
96.0,-10.0,3.0,4.0,21.0,208.0,0.0,5.0,5,168.0,170.0,6.356099432828281,0.15732919388188815,1
6.0,-12.0,4.0,4.0,7.0,198.0,12.0,2.0,22,182.0,183.31818181818181,9.435842514950224,0.1059788777118304,1
89.0,-12.0,3.0,4.0,19.0,47.0,-12.0,4.0,10,65.5,67.400000000000006,13.32066064427737,0.008977969768907789,0
31.0,-10.0,3.0,4.0,1.0,0.0,-8.0,4.0,34,55.5,68.088235294117652,51.29004469798313,0.0023316900827521545,0
25.0,-9.0,3.0,4.0,1.0,152.0,-7.0,4.0,36,49.0,51.472222222222221,10.912495669112316,0.010959224378407502,0
36.0,-10.0,3.0,2.0,22.0,16.0,-9.0,4.0,5,23.0,229.19999999999999,417.4141348828523,0.0023957022928335933,1
85.0,-12.0,5.0,0.0,7.0,762.0,-11.0,4.0,7,59.0,82.0,59.33921854172717,0.0020154038341793274,0
6.0,-12.0,4.0,4.0,20.0,8.0,-12.0,4.0,27,186.0,192.7037037037037,93.31817925182195,0.010716025623490463,1
36.0,-9.0,4.0,4.0,5.0,16.0,-7.0,4.0,9,41.0,86.444444444444443,121.01525258422878,0.008263421169195033,1
68.0,-12.0,4.0,4.0,10.0,95.0,-12.0,4.0,10,48.0,46.399999999999999,3.49857113690718,0.034183237637958844,0
36.0,-9.0,4.0,4.0,3.0,98.0,-0.0,5.0,39,34.0,41.692307692307693,25.518373316609317,0.004686524767170876,0
89.0,-12.0,4.0,1.0,1.0,640.0,12.0,3.0,18,239.0,282.16666666666669,93.22746972384863,0.010726452224458354,1
36.0,-9.0,4.0,4.0,13.0,5.0,-12.0,4.0,6,166.0,165.16666666666666,26.692175299555903,0.004480432457229955,0
6.0,-12.0,4.0,4.0,17.0,22.0,-1.0,5.0,89,214.0,246.43820224719101,129.25334021339117,0.007736743966144682,1
36.0,-9.0,4.0,4.0,4.0,1284.0,-8.0,4.0,32,70.5,102.40625,67.04329728569068,0.0017838097678368075,0
36.0,-8.0,3.0,4.0,11.0,0.0,-8.0,4.0,12,47.5,66.333333333333329,67.32920779440542,0.0017762348984022838,0
70.0,-12.0,4.0,4.0,15.0,327.0,-8.0,4.0,19,182.0,276.05263157894734,207.311988046547,0.004823647727383106,1
6.0,-12.0,4.0,4.0,2.0,17.0,-10.0,4.0,7,208.0,222.14285714285714,44.71953415112771,0.022361592511687258,1
36.0,-8.0,4.0,4.0,7.0,0.0,-8.0,4.0,245,66.0,85.073469387755097,60.58829541276577,0.0019738546488469815,0
47.0,-12.0,3.0,1.0,21.0,8.0,-12.0,4.0,6,34.5,48.5,39.525308347943344,0.003025719306562344,0
96.0,-10.0,3.0,4.0,18.0,0.0,14.0,4.0,304,72.0,95.11513157894737,68.79830767872399,0.001738305673515661,0
25.0,-9.0,3.0,4.0,22.0,58.0,-10.0,3.0,20,49.5,51.5,8.108637370113428,0.014748777520498373,0
6.0,-12.0,4.0,4.0,6.0,70.0,-10.0,4.0,13,231.0,218.76923076923077,36.25370823718238,0.027583385221111922,1
70.0,-7.0,4.0,4.0,15.0,996.0,-8.0,4.0,59,50.0,62.83050847457627,53.08616358476315,0.002252799608983753,0
89.0,-8.0,3.0,3.0,23.0,433.0,-8.0,4.0,18,38.0,42.333333333333336,10.651030205780305,0.011228255507274708,0
25.0,-9.0,3.0,4.0,20.0,152.0,-10.0,3.0,62,55.5,88.209677419354833,105.10058731869509,0.009514694689266707,1
36.0,-12.0,4.0,4.0,16.0,0.0,-8.0,4.0,97,29.0,63.206185567010309,79.68946665500641,0.0015007314465278667,0
89.0,-9.0,4.0,3.0,23.0,16.0,-12.0,4.0,9,29.0,66.111111111111114,71.91421501335918,0.0016629881664422786,0
6.0,-12.0,4.0,4.0,19.0,27.0,-11.0,3.0,6,54.0,68.5,27.783388322281116,0.0043044601752297365,0
36.0,-9.0,4.0,4.0,4.0,1355.0,-12.0,4.0,20,42.0,59.100000000000001,44.53189867948593,0.0026855465882323465,0
